ID,Title,StateID,Latitude,Longitude,DeprivationFactor,WeatherFactor,DistanceKm
112,ميمه,4,33.4467430114746,51.1703453063965,0,0,1130.879
113,نائين,4,32.8604469299316,53.0956153869629,0,0,1030.583
114,نجف آباد,4,32.631534576416,51.3505897521973,0,0,1269.188
115,نصرآباد,4,32.2783546447754,52.0619697570801,0,0,1169.797
116,نطنز,4,33.5046806335449,51.9190711975098,0,0,1129.901
117,نوش آباد,4,34.0808258056641,51.4379463195801,0,0,1039.526
118,نياسر,4,33.9724502563477,51.1489105224609,0,0,1058.196
119,نيك آباد,4,32.3027839660645,52.205207824707,0,0,1153.727
120,ورزنه,4,32.4203186035156,52.6506118774414,0,0,1101.517
121,ورنامخواست,4,32.3549575805664,51.3801193237305,0,0,1301.722
122,وزوان,4,33.4198913574219,51.1833381652832,0,0,1134.083
